6.38,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.39,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.4,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.41,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.42,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.43,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.44,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.45,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.46,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.47,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.48,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.49,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.5,6-6.50,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.51,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.52,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.53,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.54,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.55,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.56,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.57,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.58,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.59,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.6,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.61,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.62,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.63,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.64,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.65,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.66,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.67,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.68,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.69,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.7,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.71,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.72,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.73,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.74,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.75,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.76,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.77,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.78,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.79,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.8,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.81,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.82,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.83,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.84,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.85,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.86,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.87,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.88,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.89,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.9,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.91,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.92,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.93,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.94,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.95,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.96,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.97,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.98,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
6.99,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
7,6.51-7,6.0-7.0,6.0 - 8.0,6.00 - 10.0
7.01,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.02,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.03,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.04,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.05,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.06,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.07,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.08,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.09,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.1,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.11,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.12,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.13,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.14,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.15,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.16,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.17,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.18,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.19,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.2,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.21,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.22,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.23,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.24,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.25,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.26,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.27,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.28,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.29,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.3,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.31,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.32,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.33,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.34,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.35,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.36,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.37,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.38,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.39,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.4,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.41,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.42,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.43,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.44,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.45,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.46,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.47,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.48,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.49,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.5,7.01 - 7.5,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.51,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.52,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.53,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.54,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.55,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.56,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.57,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.58,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.59,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.6,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.61,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.62,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.63,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.64,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.65,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.66,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.67,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.68,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.69,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.7,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.71,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.72,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.73,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.74,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.75,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.76,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.77,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.78,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.79,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.8,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.81,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.82,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.83,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.84,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.85,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.86,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.87,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.88,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.89,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.9,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.91,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.92,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.93,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.94,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.95,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.96,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.97,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.98,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
7.99,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
8,7.51 - 8,7.01 - 8.0,6.0 - 8.0,6.00 - 10.0
8.01,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.02,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.03,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.04,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.05,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.06,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.07,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.08,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.09,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.1,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.11,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.12,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.13,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.14,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.15,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.16,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.17,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.18,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.19,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.2,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.21,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.22,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.23,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.24,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.25,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.26,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.27,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.28,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.29,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.3,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.31,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.32,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.33,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.34,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.35,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.36,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.37,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.38,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.39,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.4,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.41,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.42,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.43,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.44,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.45,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.46,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.47,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.48,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.49,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.5,8.01 - 8.5,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.51,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.52,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.53,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.54,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.55,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.56,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.57,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.58,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.59,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.6,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.61,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.62,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.63,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.64,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.65,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.66,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.67,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.68,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.69,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.7,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.71,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.72,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.73,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.74,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.75,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.76,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.77,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.78,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.79,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.8,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.81,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.82,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.83,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.84,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.85,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.86,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.87,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.88,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.89,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.9,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.91,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.92,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.93,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.94,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.95,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.96,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.97,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.98,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
8.99,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
9,8.51 - 9,8.01-9.0,8.01 - 10.0,6.00 - 10.0
9.01,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.02,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.03,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.04,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.05,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.06,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.07,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.08,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.09,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.1,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.11,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.12,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.13,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.14,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.15,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.16,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.17,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.18,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.19,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.2,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.21,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.22,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.23,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.24,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.25,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.26,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.27,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.28,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.29,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.3,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.31,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.32,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.33,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.34,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.35,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.36,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.37,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.38,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.39,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.4,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.41,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.42,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.43,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.44,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.45,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
